path,session,gender,identity,expression,angle
raw-data/KDEF/AM07/AM07AFHR.JPG,A,M,07,AF,HR
raw-data/KDEF/AM07/AM07NEFL.JPG,A,M,07,NE,FL
raw-data/KDEF/AM07/AM07SAFR.JPG,A,M,07,SA,FR
raw-data/KDEF/AM07/AM07SAHL.JPG,A,M,07,SA,HL
raw-data/KDEF/AM07/AM07NEHR.JPG,A,M,07,NE,HR
raw-data/KDEF/AM07/AM07AFFR.JPG,A,M,07,AF,FR
raw-data/KDEF/AM07/AM07AFS.JPG,A,M,07,AF,S
raw-data/KDEF/AM07/AM07ANFL.JPG,A,M,07,AN,FL
raw-data/KDEF/AM07/AM07ANHR.JPG,A,M,07,AN,HR
raw-data/KDEF/AM07/AM07AFHL.JPG,A,M,07,AF,HL
raw-data/KDEF/AM07/AM07SUHR.JPG,A,M,07,SU,HR
raw-data/KDEF/AM07/AM07HAFL.JPG,A,M,07,HA,FL
raw-data/KDEF/AM07/AM07DIFR.JPG,A,M,07,DI,FR
raw-data/KDEF/AM07/AM07NES.JPG,A,M,07,NE,S
raw-data/KDEF/AM07/AM07HAHR.JPG,A,M,07,HA,HR
raw-data/KDEF/AM07/AM07DIHL.JPG,A,M,07,DI,HL
raw-data/KDEF/AM07/AM07SUFL.JPG,A,M,07,SU,FL
raw-data/KDEF/BM18/BM18HAS.JPG,B,M,18,HA,S
raw-data/KDEF/BM18/BM18NEHL.JPG,B,M,18,NE,HL
raw-data/KDEF/BM18/BM18SAHR.JPG,B,M,18,SA,HR
raw-data/KDEF/BM18/BM18SAS.JPG,B,M,18,SA,S
raw-data/KDEF/BM18/BM18SAFL.JPG,B,M,18,SA,FL
raw-data/KDEF/BM18/BM18NEFR.JPG,B,M,18,NE,FR
raw-data/KDEF/BM18/BM18AFHR.JPG,B,M,18,AF,HR
raw-data/KDEF/BM18/BM18ANHL.JPG,B,M,18,AN,HL
raw-data/KDEF/BM18/BM18SUS.JPG,B,M,18,SU,S
raw-data/KDEF/BM18/BM18ANFR.JPG,B,M,18,AN,FR
raw-data/KDEF/BM18/BM18AFFL.JPG,B,M,18,AF,FL
raw-data/KDEF/BM18/BM18HAHL.JPG,B,M,18,HA,HL
raw-data/KDEF/BM18/BM18DIHR.JPG,B,M,18,DI,HR
raw-data/KDEF/BM18/BM18SUFR.JPG,B,M,18,SU,FR
raw-data/KDEF/BM18/BM18ANS.JPG,B,M,18,AN,S
raw-data/KDEF/BM18/BM18DIS.JPG,B,M,18,DI,S
raw-data/KDEF/BM18/BM18SUHL.JPG,B,M,18,SU,HL
raw-data/KDEF/BM18/BM18HAFR.JPG,B,M,18,HA,FR
raw-data/KDEF/BM18/BM18DIFL.JPG,B,M,18,DI,FL
raw-data/KDEF/BM18/BM18HAHR.JPG,B,M,18,HA,HR
raw-data/KDEF/BM18/BM18DIHL.JPG,B,M,18,DI,HL
raw-data/KDEF/BM18/BM18SUFL.JPG,B,M,18,SU,FL
raw-data/KDEF/BM18/BM18SUHR.JPG,B,M,18,SU,HR
raw-data/KDEF/BM18/BM18NES.JPG,B,M,18,NE,S
raw-data/KDEF/BM18/BM18HAFL.JPG,B,M,18,HA,FL
raw-data/KDEF/BM18/BM18DIFR.JPG,B,M,18,DI,FR
raw-data/KDEF/BM18/BM18NEHR.JPG,B,M,18,NE,HR
raw-data/KDEF/BM18/BM18SAHL.JPG,B,M,18,SA,HL
raw-data/KDEF/BM18/BM18SAFR.JPG,B,M,18,SA,FR
raw-data/KDEF/BM18/BM18NEFL.JPG,B,M,18,NE,FL
raw-data/KDEF/BM18/BM18AFHL.JPG,B,M,18,AF,HL
raw-data/KDEF/BM18/BM18ANHR.JPG,B,M,18,AN,HR
raw-data/KDEF/BM18/BM18ANFL.JPG,B,M,18,AN,FL
raw-data/KDEF/BM18/BM18AFFR.JPG,B,M,18,AF,FR
raw-data/KDEF/BM18/BM18AFS.JPG,B,M,18,AF,S
raw-data/KDEF/BM27/BM27AFS.JPG,B,M,27,AF,S
raw-data/KDEF/BM27/BM27NEHL.JPG,B,M,27,NE,HL
raw-data/KDEF/BM27/BM27SAHR.JPG,B,M,27,SA,HR
raw-data/KDEF/BM27/BM27SAFL.JPG,B,M,27,SA,FL
raw-data/KDEF/BM27/BM27NEFR.JPG,B,M,27,NE,FR
raw-data/KDEF/BM27/BM27AFHR.JPG,B,M,27,AF,HR
raw-data/KDEF/BM27/BM27ANHL.JPG,B,M,27,AN,HL
raw-data/KDEF/BM27/BM27ANFR.JPG,B,M,27,AN,FR
raw-data/KDEF/BM27/BM27AFFL.JPG,B,M,27,AF,FL
raw-data/KDEF/BM27/BM27NES.JPG,B,M,27,NE,S
raw-data/KDEF/BM27/BM27SUFR.JPG,B,M,27,SU,FR
raw-data/KDEF/BM27/BM27DIHR.JPG,B,M,27,DI,HR
raw-data/KDEF/BM27/BM27HAHL.JPG,B,M,27,HA,HL
raw-data/KDEF/BM27/BM27DIFL.JPG,B,M,27,DI,FL
raw-data/KDEF/BM27/BM27HAFR.JPG,B,M,27,HA,FR
raw-data/KDEF/BM27/BM27SUHL.JPG,B,M,27,SU,HL
raw-data/KDEF/BM27/BM27ANS.JPG,B,M,27,AN,S
raw-data/KDEF/BM27/BM27DIS.JPG,B,M,27,DI,S
raw-data/KDEF/BM27/BM27SUFL.JPG,B,M,27,SU,FL
raw-data/KDEF/BM27/BM27DIHL.JPG,B,M,27,DI,HL
raw-data/KDEF/BM27/BM27HAHR.JPG,B,M,27,HA,HR
raw-data/KDEF/BM27/BM27DIFR.JPG,B,M,27,DI,FR
raw-data/KDEF/BM27/BM27HAFL.JPG,B,M,27,HA,FL
raw-data/KDEF/BM27/BM27SUHR.JPG,B,M,27,SU,HR
raw-data/KDEF/BM27/BM27NEHR.JPG,B,M,27,NE,HR
raw-data/KDEF/BM27/BM27SAHL.JPG,B,M,27,SA,HL
raw-data/KDEF/BM27/BM27SUS.JPG,B,M,27,SU,S
raw-data/KDEF/BM27/BM27SAFR.JPG,B,M,27,SA,FR
raw-data/KDEF/BM27/BM27NEFL.JPG,B,M,27,NE,FL
raw-data/KDEF/BM27/BM27AFHL.JPG,B,M,27,AF,HL
raw-data/KDEF/BM27/BM27ANHR.JPG,B,M,27,AN,HR
raw-data/KDEF/BM27/BM27ANFL.JPG,B,M,27,AN,FL
raw-data/KDEF/BM27/BM27AFFR.JPG,B,M,27,AF,FR
raw-data/KDEF/BM27/BM27HAS.JPG,B,M,27,HA,S
raw-data/KDEF/BM27/BM27SAS.JPG,B,M,27,SA,S
raw-data/KDEF/AM09/AM09SAFR.JPG,A,M,09,SA,FR
raw-data/KDEF/AM09/AM09NEFL.JPG,A,M,09,NE,FL
raw-data/KDEF/AM09/AM09ANS.JPG,A,M,09,AN,S
raw-data/KDEF/AM09/AM09DIS.JPG,A,M,09,DI,S
raw-data/KDEF/AM09/AM09NEHR.JPG,A,M,09,NE,HR
raw-data/KDEF/AM09/AM09SAHL.JPG,A,M,09,SA,HL
raw-data/KDEF/AM09/AM09AFFR.JPG,A,M,09,AF,FR
raw-data/KDEF/AM09/AM09ANFL.JPG,A,M,09,AN,FL
raw-data/KDEF/AM09/AM09ANHR.JPG,A,M,09,AN,HR
raw-data/KDEF/AM09/AM09AFHL.JPG,A,M,09,AF,HL
raw-data/KDEF/AM09/AM09SUS.JPG,A,M,09,SU,S
raw-data/KDEF/AM09/AM09HAFL.JPG,A,M,09,HA,FL
raw-data/KDEF/AM09/AM09DIFR.JPG,A,M,09,DI,FR
raw-data/KDEF/AM09/AM09HAS.JPG,A,M,09,HA,S
raw-data/KDEF/AM09/AM09SAS.JPG,A,M,09,SA,S
raw-data/KDEF/AM09/AM09SUHR.JPG,A,M,09,SU,HR
raw-data/KDEF/AM09/AM09SUFL.JPG,A,M,09,SU,FL
raw-data/KDEF/AM09/AM09HAHR.JPG,A,M,09,HA,HR
raw-data/KDEF/AM09/AM09DIHL.JPG,A,M,09,DI,HL
raw-data/KDEF/AM09/AM09AFS.JPG,A,M,09,AF,S
raw-data/KDEF/AM09/AM09HAFR.JPG,A,M,09,HA,FR
raw-data/KDEF/AM09/AM09DIFL.JPG,A,M,09,DI,FL
raw-data/KDEF/AM09/AM09SUHL.JPG,A,M,09,SU,HL
raw-data/KDEF/AM09/AM09SUFR.JPG,A,M,09,SU,FR
raw-data/KDEF/AM09/AM09HAHL.JPG,A,M,09,HA,HL
raw-data/KDEF/AM09/AM09DIHR.JPG,A,M,09,DI,HR
raw-data/KDEF/AM09/AM09SAFL.JPG,A,M,09,SA,FL
raw-data/KDEF/AM09/AM09NEFR.JPG,A,M,09,NE,FR
raw-data/KDEF/AM09/AM09NES.JPG,A,M,09,NE,S
raw-data/KDEF/AM09/AM09NEHL.JPG,A,M,09,NE,HL
raw-data/KDEF/AM09/AM09SAHR.JPG,A,M,09,SA,HR
raw-data/KDEF/AM09/AM09AFFL.JPG,A,M,09,AF,FL
raw-data/KDEF/AM09/AM09ANFR.JPG,A,M,09,AN,FR
raw-data/KDEF/AM09/AM09ANHL.JPG,A,M,09,AN,HL
raw-data/KDEF/AM09/AM09AFHR.JPG,A,M,09,AF,HR
raw-data/KDEF/BM11/BM11SAFL.JPG,B,M,11,SA,FL
raw-data/KDEF/BM11/BM11NEFR.JPG,B,M,11,NE,FR
raw-data/KDEF/BM11/BM11AFS.JPG,B,M,11,AF,S
raw-data/KDEF/BM11/BM11NEHL.JPG,B,M,11,NE,HL
raw-data/KDEF/BM11/BM11SAHR.JPG,B,M,11,SA,HR
raw-data/KDEF/BM11/BM11AFFL.JPG,B,M,11,AF,FL
raw-data/KDEF/BM11/BM11ANFR.JPG,B,M,11,AN,FR
raw-data/KDEF/BM11/BM11ANHL.JPG,B,M,11,AN,HL
raw-data/KDEF/BM11/BM11AFHR.JPG,B,M,11,AF,HR
raw-data/KDEF/BM11/BM11NES.JPG,B,M,11,NE,S
raw-data/KDEF/BM11/BM11SUHL.JPG,B,M,11,SU,HL
raw-data/KDEF/BM11/BM11HAFR.JPG,B,M,11,HA,FR
raw-data/KDEF/BM11/BM11DIFL.JPG,B,M,11,DI,FL
raw-data/KDEF/BM11/BM11HAHL.JPG,B,M,11,HA,HL
raw-data/KDEF/BM11/BM11DIHR.JPG,B,M,11,DI,HR
raw-data/KDEF/BM11/BM11SUFR.JPG,B,M,11,SU,FR
raw-data/KDEF/BM11/BM11ANS.JPG,B,M,11,AN,S
raw-data/KDEF/BM11/BM11DIS.JPG,B,M,11,DI,S
raw-data/KDEF/BM11/BM11SUHR.JPG,B,M,11,SU,HR
raw-data/KDEF/BM11/BM11HAFL.JPG,B,M,11,HA,FL
raw-data/KDEF/BM11/BM11DIFR.JPG,B,M,11,DI,FR
raw-data/KDEF/BM11/BM11HAHR.JPG,B,M,11,HA,HR
raw-data/KDEF/BM11/BM11DIHL.JPG,B,M,11,DI,HL
raw-data/KDEF/BM11/BM11SUFL.JPG,B,M,11,SU,FL
raw-data/KDEF/BM11/BM11SUS.JPG,B,M,11,SU,S
raw-data/KDEF/BM11/BM11SAFR.JPG,B,M,11,SA,FR
raw-data/KDEF/BM11/BM11NEFL.JPG,B,M,11,NE,FL
raw-data/KDEF/BM11/BM11NEHR.JPG,B,M,11,NE,HR
raw-data/KDEF/BM11/BM11SAHL.JPG,B,M,11,SA,HL
raw-data/KDEF/BM11/BM11AFFR.JPG,B,M,11,AF,FR
raw-data/KDEF/BM11/BM11ANFL.JPG,B,M,11,AN,FL
raw-data/KDEF/BM11/BM11HAS.JPG,B,M,11,HA,S
raw-data/KDEF/BM11/BM11ANHR.JPG,B,M,11,AN,HR
raw-data/KDEF/BM11/BM11SAS.JPG,B,M,11,SA,S
raw-data/KDEF/BM11/BM11AFHL.JPG,B,M,11,AF,HL
raw-data/KDEF/BM29/BM29DIHL.JPG,B,M,29,DI,HL
raw-data/KDEF/BM29/BM29HAHR.JPG,B,M,29,HA,HR
raw-data/KDEF/BM29/BM29SUFL.JPG,B,M,29,SU,FL
raw-data/KDEF/BM29/BM29AFS.JPG,B,M,29,AF,S
raw-data/KDEF/BM29/BM29SUHR.JPG,B,M,29,SU,HR
raw-data/KDEF/BM29/BM29DIFR.JPG,B,M,29,DI,FR
raw-data/KDEF/BM29/BM29HAFL.JPG,B,M,29,HA,FL
raw-data/KDEF/BM29/BM29SAHL.JPG,B,M,29,SA,HL
raw-data/KDEF/BM29/BM29NEHR.JPG,B,M,29,NE,HR
raw-data/KDEF/BM29/BM29NEFL.JPG,B,M,29,NE,FL
raw-data/KDEF/BM29/BM29SAFR.JPG,B,M,29,SA,FR
raw-data/KDEF/BM29/BM29AFHL.JPG,B,M,29,AF,HL
raw-data/KDEF/BM29/BM29ANHR.JPG,B,M,29,AN,HR
raw-data/KDEF/BM29/BM29NES.JPG,B,M,29,NE,S
raw-data/KDEF/BM29/BM29ANFL.JPG,B,M,29,AN,FL
raw-data/KDEF/BM29/BM29AFFR.JPG,B,M,29,AF,FR
raw-data/KDEF/BM29/BM29SAHR.JPG,B,M,29,SA,HR
raw-data/KDEF/BM29/BM29NEHL.JPG,B,M,29,NE,HL
raw-data/KDEF/BM29/BM29NEFR.JPG,B,M,29,NE,FR
raw-data/KDEF/BM29/BM29SAFL.JPG,B,M,29,SA,FL
raw-data/KDEF/BM29/BM29AFHR.JPG,B,M,29,AF,HR
raw-data/KDEF/BM29/BM29ANHL.JPG,B,M,29,AN,HL
raw-data/KDEF/BM29/BM29ANFR.JPG,B,M,29,AN,FR
raw-data/KDEF/BM29/BM29ANS.JPG,B,M,29,AN,S
raw-data/KDEF/BM29/BM29AFFL.JPG,B,M,29,AF,FL
raw-data/KDEF/BM29/BM29DIS.JPG,B,M,29,DI,S
raw-data/KDEF/BM29/BM29HAS.JPG,B,M,29,HA,S
raw-data/KDEF/BM29/BM29SAS.JPG,B,M,29,SA,S
raw-data/KDEF/BM29/BM29DIHR.JPG,B,M,29,DI,HR
raw-data/KDEF/BM29/BM29HAHL.JPG,B,M,29,HA,HL
raw-data/KDEF/BM29/BM29SUFR.JPG,B,M,29,SU,FR
raw-data/KDEF/BM29/BM29SUHL.JPG,B,M,29,SU,HL
raw-data/KDEF/BM29/BM29SUS.JPG,B,M,29,SU,S
raw-data/KDEF/BM29/BM29DIFL.JPG,B,M,29,DI,FL
raw-data/KDEF/BM29/BM29HAFR.JPG,B,M,29,HA,FR
raw-data/KDEF/BM16/BM16SUS.JPG,B,M,16,SU,S
raw-data/KDEF/BM16/BM16SUFL.JPG,B,M,16,SU,FL
raw-data/KDEF/BM16/BM16HAHR.JPG,B,M,16,HA,HR
raw-data/KDEF/BM16/BM16DIHL.JPG,B,M,16,DI,HL
raw-data/KDEF/BM16/BM16HAS.JPG,B,M,16,HA,S
raw-data/KDEF/BM16/BM16SAS.JPG,B,M,16,SA,S
raw-data/KDEF/BM16/BM16HAFL.JPG,B,M,16,HA,FL
raw-data/KDEF/BM16/BM16DIFR.JPG,B,M,16,DI,FR
raw-data/KDEF/BM16/BM16SUHR.JPG,B,M,16,SU,HR
raw-data/KDEF/BM16/BM16ANS.JPG,B,M,16,AN,S
raw-data/KDEF/BM16/BM16DIS.JPG,B,M,16,DI,S
raw-data/KDEF/BM16/BM16SAHL.JPG,B,M,16,SA,HL
raw-data/KDEF/BM16/BM16NEHR.JPG,B,M,16,NE,HR
raw-data/KDEF/BM16/BM16NEFL.JPG,B,M,16,NE,FL
raw-data/KDEF/BM16/BM16SAFR.JPG,B,M,16,SA,FR
raw-data/KDEF/BM16/BM16AFHL.JPG,B,M,16,AF,HL
raw-data/KDEF/BM16/BM16ANHR.JPG,B,M,16,AN,HR
raw-data/KDEF/BM16/BM16ANFL.JPG,B,M,16,AN,FL
raw-data/KDEF/BM16/BM16AFFR.JPG,B,M,16,AF,FR
raw-data/KDEF/BM16/BM16SAHR.JPG,B,M,16,SA,HR
raw-data/KDEF/BM16/BM16NEHL.JPG,B,M,16,NE,HL
raw-data/KDEF/BM16/BM16NES.JPG,B,M,16,NE,S
raw-data/KDEF/BM16/BM16NEFR.JPG,B,M,16,NE,FR
raw-data/KDEF/BM16/BM16SAFL.JPG,B,M,16,SA,FL
raw-data/KDEF/BM16/BM16AFHR.JPG,B,M,16,AF,HR
raw-data/KDEF/BM16/BM16ANHL.JPG,B,M,16,AN,HL
raw-data/KDEF/BM16/BM16ANFR.JPG,B,M,16,AN,FR
raw-data/KDEF/BM16/BM16AFFL.JPG,B,M,16,AF,FL
raw-data/KDEF/BM16/BM16AFS.JPG,B,M,16,AF,S
raw-data/KDEF/BM16/BM16SUFR.JPG,B,M,16,SU,FR
raw-data/KDEF/BM16/BM16HAHL.JPG,B,M,16,HA,HL
raw-data/KDEF/BM16/BM16DIHR.JPG,B,M,16,DI,HR
raw-data/KDEF/BM16/BM16HAFR.JPG,B,M,16,HA,FR
raw-data/KDEF/BM16/BM16DIFL.JPG,B,M,16,DI,FL
raw-data/KDEF/BM16/BM16SUHL.JPG,B,M,16,SU,HL
raw-data/KDEF/AM31/AM31SUFR.JPG,A,M,31,SU,FR
raw-data/KDEF/AM31/AM31DIHR.JPG,A,M,31,DI,HR
raw-data/KDEF/AM31/AM31ANS.JPG,A,M,31,AN,S
raw-data/KDEF/AM31/AM31HAHL.JPG,A,M,31,HA,HL
raw-data/KDEF/AM31/AM31DIS.JPG,A,M,31,DI,S
raw-data/KDEF/AM31/AM31DIFL.JPG,A,M,31,DI,FL
raw-data/KDEF/AM31/AM31HAFR.JPG,A,M,31,HA,FR
raw-data/KDEF/AM31/AM31SUHL.JPG,A,M,31,SU,HL
raw-data/KDEF/AM31/AM31SAHR.JPG,A,M,31,SA,HR
raw-data/KDEF/AM31/AM31NEHL.JPG,A,M,31,NE,HL
raw-data/KDEF/AM31/AM31NEFR.JPG,A,M,31,NE,FR
raw-data/KDEF/AM31/AM31SAFL.JPG,A,M,31,SA,FL
raw-data/KDEF/AM31/AM31HAS.JPG,A,M,31,HA,S
raw-data/KDEF/AM31/AM31SAS.JPG,A,M,31,SA,S
raw-data/KDEF/AM31/AM31SUS.JPG,A,M,31,SU,S
raw-data/KDEF/AM31/AM31AFHR.JPG,A,M,31,AF,HR
raw-data/KDEF/AM31/AM31ANHL.JPG,A,M,31,AN,HL
raw-data/KDEF/AM31/AM31ANFR.JPG,A,M,31,AN,FR
raw-data/KDEF/AM31/AM31AFFL.JPG,A,M,31,AF,FL
raw-data/KDEF/AM31/AM31SAHL.JPG,A,M,31,SA,HL
raw-data/KDEF/AM31/AM31NEHR.JPG,A,M,31,NE,HR
raw-data/KDEF/AM31/AM31NEFL.JPG,A,M,31,NE,FL
raw-data/KDEF/AM31/AM31SAFR.JPG,A,M,31,SA,FR
raw-data/KDEF/AM31/AM31AFS.JPG,A,M,31,AF,S
raw-data/KDEF/AM31/AM31AFHL.JPG,A,M,31,AF,HL
raw-data/KDEF/AM31/AM31H.JPG,A,M,31,H,
raw-data/KDEF/AM31/AM31ANHR.JPG,A,M,31,AN,HR
raw-data/KDEF/AM31/AM31ANFL.JPG,A,M,31,AN,FL
raw-data/KDEF/AM31/AM31AFFR.JPG,A,M,31,AF,FR
raw-data/KDEF/AM31/AM31NES.JPG,A,M,31,NE,S
raw-data/KDEF/AM31/AM31SUFL.JPG,A,M,31,SU,FL
raw-data/KDEF/AM31/AM31DIHL.JPG,A,M,31,DI,HL
raw-data/KDEF/AM31/AM31HAHR.JPG,A,M,31,HA,HR
raw-data/KDEF/AM31/AM31DIFR.JPG,A,M,31,DI,FR
raw-data/KDEF/AM31/AM31HAFL.JPG,A,M,31,HA,FL
raw-data/KDEF/BM28/BM28SUHR.JPG,B,M,28,SU,HR
raw-data/KDEF/BM28/BM28DIFR.JPG,B,M,28,DI,FR
raw-data/KDEF/BM28/BM28HAFL.JPG,B,M,28,HA,FL
raw-data/KDEF/BM28/BM28DIHL.JPG,B,M,28,DI,HL
raw-data/KDEF/BM28/BM28HAHR.JPG,B,M,28,HA,HR
raw-data/KDEF/BM28/BM28SUFL.JPG,B,M,28,SU,FL
raw-data/KDEF/BM28/BM28DIS.JPG,B,M,28,DI,S
raw-data/KDEF/BM28/BM28ANS.JPG,B,M,28,AN,S
raw-data/KDEF/BM28/BM28ANFL.JPG,B,M,28,AN,FL
raw-data/KDEF/BM28/BM28AFFR.JPG,B,M,28,AF,FR
raw-data/KDEF/BM28/BM28AFHL.JPG,B,M,28,AF,HL
raw-data/KDEF/BM28/BM28SAS.JPG,B,M,28,SA,S
raw-data/KDEF/BM28/BM28ANHR.JPG,B,M,28,AN,HR
raw-data/KDEF/BM28/BM28HAS.JPG,B,M,28,HA,S
raw-data/KDEF/BM28/BM28SUS.JPG,B,M,28,SU,S
raw-data/KDEF/BM28/BM28SAFR.JPG,B,M,28,SA,FR
raw-data/KDEF/BM28/BM28NEFL.JPG,B,M,28,NE,FL
raw-data/KDEF/BM28/BM28NEHR.JPG,B,M,28,NE,HR
raw-data/KDEF/BM28/BM28SAHL.JPG,B,M,28,SA,HL
raw-data/KDEF/BM28/BM28ANFR.JPG,B,M,28,AN,FR
raw-data/KDEF/BM28/BM28AFFL.JPG,B,M,28,AF,FL
raw-data/KDEF/BM28/BM28AFHR.JPG,B,M,28,AF,HR
raw-data/KDEF/BM28/BM28ANHL.JPG,B,M,28,AN,HL
raw-data/KDEF/BM28/BM28AFS.JPG,B,M,28,AF,S
raw-data/KDEF/BM28/BM28SAFL.JPG,B,M,28,SA,FL
raw-data/KDEF/BM28/BM28NEFR.JPG,B,M,28,NE,FR
raw-data/KDEF/BM28/BM28NEHL.JPG,B,M,28,NE,HL
raw-data/KDEF/BM28/BM28SAHR.JPG,B,M,28,SA,HR
raw-data/KDEF/BM28/BM28SUHL.JPG,B,M,28,SU,HL
raw-data/KDEF/BM28/BM28DIFL.JPG,B,M,28,DI,FL
raw-data/KDEF/BM28/BM28HAFR.JPG,B,M,28,HA,FR
raw-data/KDEF/BM28/BM28DIHR.JPG,B,M,28,DI,HR
raw-data/KDEF/BM28/BM28HAHL.JPG,B,M,28,HA,HL
raw-data/KDEF/BM28/BM28SUFR.JPG,B,M,28,SU,FR
raw-data/KDEF/BM28/BM28NES.JPG,B,M,28,NE,S
raw-data/KDEF/AM30/AM30DIFL.JPG,A,M,30,DI,FL
raw-data/KDEF/AM30/AM30HAFR.JPG,A,M,30,HA,FR
raw-data/KDEF/AM30/AM30SUHL.JPG,A,M,30,SU,HL
raw-data/KDEF/AM30/AM30SUFR.JPG,A,M,30,SU,FR
raw-data/KDEF/AM30/AM30DIHR.JPG,A,M,30,DI,HR
raw-data/KDEF/AM30/AM30HAHL.JPG,A,M,30,HA,HL
raw-data/KDEF/AM30/AM30AFS.JPG,A,M,30,AF,S
raw-data/KDEF/AM30/AM30ANFR.JPG,A,M,30,AN,FR
raw-data/KDEF/AM30/AM30AFFL.JPG,A,M,30,AF,FL
raw-data/KDEF/AM30/AM30AFHR.JPG,A,M,30,AF,HR
raw-data/KDEF/AM30/AM30ANHL.JPG,A,M,30,AN,HL
raw-data/KDEF/AM30/AM30SAFL.JPG,A,M,30,SA,FL
raw-data/KDEF/AM30/AM30NEFR.JPG,A,M,30,NE,FR
raw-data/KDEF/AM30/AM30NES.JPG,A,M,30,NE,S
raw-data/KDEF/AM30/AM30NEHL.JPG,A,M,30,NE,HL
raw-data/KDEF/AM30/AM30SAHR.JPG,A,M,30,SA,HR
raw-data/KDEF/AM30/AM30ANFL.JPG,A,M,30,AN,FL
raw-data/KDEF/AM30/AM30AFFR.JPG,A,M,30,AF,FR
raw-data/KDEF/AM30/AM30AFHL.JPG,A,M,30,AF,HL
raw-data/KDEF/AM30/AM30ANHR.JPG,A,M,30,AN,HR
raw-data/KDEF/AM30/AM30SAFR.JPG,A,M,30,SA,FR
